,job_title,company_name,location,start_date,duration,stipend,last_date,job_type,Url
127,Social Media Marketing,Archies Lifestyle,Delhi,Starts immediately,6 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-marketing-internship-in-delhi-at-archies-lifestyle1635574060
128,Microbiologist (Research) Trainee,Colgate Palmolive (India) Limited,Mumbai,Starts immediately,6 Months, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/microbiologist-research-trainee-internship-in-mumbai-at-colgate-palmolive-india-limited1635570740
129,Event Management,Times Internet Limited,Noida,Starts immediately,6 Months, 7000 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/event-management-internship-in-noida-at-times-internet-limited1635498042
130,Graphic Design,Fashion TV,Mumbai,Starts immediately,3 Months, 2500 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/graphic-design-internship-in-mumbai-at-fashion-tv1635489270
131,Social Media Research,Aam Aadmi Party,Delhi,Starts immediately,3 Months,Unpaid,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-research-internship-in-multiple-locations-at-aam-aadmi-party1635429074
132,Business Development (Sales),Legal Salaah,Delhi,Starts immediately,3 Months, 5000 /month +  Incentives,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-at-legal-salaah1635404322
133,Campus Ambassador,E-cell IIT-Hyderabad,Work From Home,Starts immediately,2 Months,Performance Based,10 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/campus-ambassador-programme-at-e-cell-iit-hyderabad1635258030
134,Fundraising,Tare Zameen Foundation,Work From Home,Starts immediately,1 Month, 1000 /month +  Incentives,3 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/fundraising-work-from-home-job-internship-at-tare-zameen-foundation1635339179
135,Event Management,Breakout,Indore,Starts immediately,6 Months, 10000-14000 /month,23 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/event-management-internship-in-indore-at-breakout1634108925
136,Content Writing,Fashion TV India,Work From Home,Starts immediately,3 Months, 1000-2000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-fashion-tv-india1635838429
137,Marketing,Taylor & Francis India,Delhi,Starts immediately,6 Months, 10000-15000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-delhi-at-taylor-francis-india1635835862
138,Student Mentoring,Teach For India,Work From Home,Starts immediately,3 Months,Unpaid,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/student-mentoring-work-from-home-job-internship-at-teach-for-india1635829296
139,Teaching,Pratham Education Foundation,Work From Home,Starts immediately,3 Months,Unpaid,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/teaching-work-from-home-job-internship-at-pratham-education-foundation1635774923
140,Business Development (Sales),Viacom India LLP,Delhi,Starts immediately,6 Months, 5000 /month +  Incentives,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-gurgaon-at-viacom-india-llp1635750353
141,Content Writing,Pocket FM,Work From Home,Starts immediately,6 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-pocket-fm1635745899
142,Database Building/Management,Economic Times Edge,Work From Home,Starts immediately,5 Months, 5000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/database-building-management-work-from-home-job-internship-at-economic-times-edge1635768804
143,Business Development (Sales),Urban Company,Mumbai,Starts immediately,2 Months, 8000-10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-mumbai-at-urban-company1635689914
144,Sales Operations,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/sales-operations-internship-in-bangalore-at-urban-company1635662005
145,Data Analytics,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/data-analytics-internship-in-bangalore-at-urban-company1635661229
146,Business Development (Sales),Decathlon Sports India,Gurgaon,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-gurgaon-in-decathlon-sports-india1635765230
147,Creative Writing,Pocket FM,Work From Home,Starts immediately,3 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/creative-writing-work-from-home-job-internship-at-pocket-fm1635757669
148,Marketing,BYJU'S The Learning App,Sonepat,Starts immediately,3 Months, 15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-sonepat-at-byjus-the-learning-app1635619361
149,Digital Marketing,MobiKwik,Work From Home,Starts immediately,3 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/digital-marketing-work-from-home-job-internship-at-mobikwik1635750344
150,Content Writing,Viacom India LLP,Gurgaon,Starts immediately,6 Months, 2000-2500 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-internship-in-gurgaon-at-viacom-india-llp1635746750
151,Marketing,Think & Learn Private Limited (BYJU'S),Mysuru,Starts immediately,3 Months, 18000 /month,1 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-think-learn-private-limited-byjus1635745046
152,Business Development (Sales),Urban Company,Work From Home,Starts immediately,3 Months, 9000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-work-from-home-job-internship-at-urban-company1635339872
153,Marketing,BYJU'S The Learning App,Belagavi,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-belagavi-at-byjus-the-learning-app1635508408
154,Marketing,BYJU'S The Learning App,Bellary,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508663
155,Marketing,BYJU'S The Learning App,Bagalkot,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508433
156,Marketing,Decathlon Sport India Private Limited,Chennai,Starts immediately,3 Months, 10000 /month,13 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/marketing-part-time-job-internship-at-chennai-in-decathlon-sport-india-private-limited1635594645
157,Marketing,BYJU'S The Learning App,Dehradun,Starts immediately,2 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-dehradun-haldwani-at-byjus-the-learning-app1635571438
158,Marketing,BYJU'S The Learning App,Bangalore,Starts immediately,1 Month, 18000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635576229
159,Business Development (Sales),Decathlon Sport India Private Limited,Mumbai,Starts immediately,3 Months, 12000-15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-mumbai-in-decathlon-sport-india-private-limited1635520609
160,Social Media Marketing,Archies Lifestyle,Delhi,Starts immediately,6 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-marketing-internship-in-delhi-at-archies-lifestyle1635574060
161,Microbiologist (Research) Trainee,Colgate Palmolive (India) Limited,Mumbai,Starts immediately,6 Months, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/microbiologist-research-trainee-internship-in-mumbai-at-colgate-palmolive-india-limited1635570740
162,Event Management,Times Internet Limited,Noida,Starts immediately,6 Months, 7000 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/event-management-internship-in-noida-at-times-internet-limited1635498042
163,Graphic Design,Fashion TV,Mumbai,Starts immediately,3 Months, 2500 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/graphic-design-internship-in-mumbai-at-fashion-tv1635489270
164,Social Media Research,Aam Aadmi Party,Delhi,Starts immediately,3 Months,Unpaid,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-research-internship-in-multiple-locations-at-aam-aadmi-party1635429074
165,Business Development (Sales),Legal Salaah,Delhi,Starts immediately,3 Months, 5000 /month +  Incentives,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-at-legal-salaah1635404322
166,Campus Ambassador,E-cell IIT-Hyderabad,Work From Home,Starts immediately,2 Months,Performance Based,10 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/campus-ambassador-programme-at-e-cell-iit-hyderabad1635258030
167,Fundraising,Tare Zameen Foundation,Work From Home,Starts immediately,1 Month, 1000 /month +  Incentives,3 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/fundraising-work-from-home-job-internship-at-tare-zameen-foundation1635339179
168,Event Management,Breakout,Indore,Starts immediately,6 Months, 10000-14000 /month,23 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/event-management-internship-in-indore-at-breakout1634108925
169,Content Writing,Fashion TV India,Work From Home,Starts immediately,3 Months, 1000-2000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-fashion-tv-india1635838429
170,Marketing,Taylor & Francis India,Delhi,Starts immediately,6 Months, 10000-15000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-delhi-at-taylor-francis-india1635835862
171,Student Mentoring,Teach For India,Work From Home,Starts immediately,3 Months,Unpaid,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/student-mentoring-work-from-home-job-internship-at-teach-for-india1635829296
172,Teaching,Pratham Education Foundation,Work From Home,Starts immediately,3 Months,Unpaid,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/teaching-work-from-home-job-internship-at-pratham-education-foundation1635774923
173,Business Development (Sales),Viacom India LLP,Delhi,Starts immediately,6 Months, 5000 /month +  Incentives,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-gurgaon-at-viacom-india-llp1635750353
174,Content Writing,Pocket FM,Work From Home,Starts immediately,6 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-pocket-fm1635745899
175,Database Building/Management,Economic Times Edge,Work From Home,Starts immediately,5 Months, 5000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/database-building-management-work-from-home-job-internship-at-economic-times-edge1635768804
176,Business Development (Sales),Urban Company,Mumbai,Starts immediately,2 Months, 8000-10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-mumbai-at-urban-company1635689914
177,Sales Operations,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/sales-operations-internship-in-bangalore-at-urban-company1635662005
178,Data Analytics,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/data-analytics-internship-in-bangalore-at-urban-company1635661229
179,Business Development (Sales),Decathlon Sports India,Gurgaon,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-gurgaon-in-decathlon-sports-india1635765230
180,Creative Writing,Pocket FM,Work From Home,Starts immediately,3 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/creative-writing-work-from-home-job-internship-at-pocket-fm1635757669
181,Marketing,BYJU'S The Learning App,Sonepat,Starts immediately,3 Months, 15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-sonepat-at-byjus-the-learning-app1635619361
182,Digital Marketing,MobiKwik,Work From Home,Starts immediately,3 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/digital-marketing-work-from-home-job-internship-at-mobikwik1635750344
183,Content Writing,Viacom India LLP,Gurgaon,Starts immediately,6 Months, 2000-2500 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-internship-in-gurgaon-at-viacom-india-llp1635746750
184,Marketing,Think & Learn Private Limited (BYJU'S),Mysuru,Starts immediately,3 Months, 18000 /month,1 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-think-learn-private-limited-byjus1635745046
185,Business Development (Sales),Urban Company,Work From Home,Starts immediately,3 Months, 9000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-work-from-home-job-internship-at-urban-company1635339872
186,Marketing,BYJU'S The Learning App,Belagavi,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-belagavi-at-byjus-the-learning-app1635508408
187,Marketing,BYJU'S The Learning App,Bellary,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508663
188,Marketing,BYJU'S The Learning App,Bagalkot,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508433
189,Marketing,Decathlon Sport India Private Limited,Chennai,Starts immediately,3 Months, 10000 /month,13 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/marketing-part-time-job-internship-at-chennai-in-decathlon-sport-india-private-limited1635594645
190,Marketing,BYJU'S The Learning App,Dehradun,Starts immediately,2 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-dehradun-haldwani-at-byjus-the-learning-app1635571438
191,Marketing,BYJU'S The Learning App,Bangalore,Starts immediately,1 Month, 18000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635576229
192,Business Development (Sales),Decathlon Sport India Private Limited,Mumbai,Starts immediately,3 Months, 12000-15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-mumbai-in-decathlon-sport-india-private-limited1635520609
193,Social Media Marketing,Archies Lifestyle,Delhi,Starts immediately,6 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-marketing-internship-in-delhi-at-archies-lifestyle1635574060
194,Microbiologist (Research) Trainee,Colgate Palmolive (India) Limited,Mumbai,Starts immediately,6 Months, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/microbiologist-research-trainee-internship-in-mumbai-at-colgate-palmolive-india-limited1635570740
195,Event Management,Times Internet Limited,Noida,Starts immediately,6 Months, 7000 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/event-management-internship-in-noida-at-times-internet-limited1635498042
196,Graphic Design,Fashion TV,Mumbai,Starts immediately,3 Months, 2500 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/graphic-design-internship-in-mumbai-at-fashion-tv1635489270
197,Social Media Research,Aam Aadmi Party,Delhi,Starts immediately,3 Months,Unpaid,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-research-internship-in-multiple-locations-at-aam-aadmi-party1635429074
198,Business Development (Sales),Legal Salaah,Delhi,Starts immediately,3 Months, 5000 /month +  Incentives,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-at-legal-salaah1635404322
199,Campus Ambassador,E-cell IIT-Hyderabad,Work From Home,Starts immediately,2 Months,Performance Based,10 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/campus-ambassador-programme-at-e-cell-iit-hyderabad1635258030
200,Fundraising,Tare Zameen Foundation,Work From Home,Starts immediately,1 Month, 1000 /month +  Incentives,3 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/fundraising-work-from-home-job-internship-at-tare-zameen-foundation1635339179
201,Event Management,Breakout,Indore,Starts immediately,6 Months, 10000-14000 /month,23 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/event-management-internship-in-indore-at-breakout1634108925
202,Content Writing,Fashion TV India,Work From Home,Starts immediately,3 Months, 1000-2000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-fashion-tv-india1635838429
203,Marketing,Taylor & Francis India,Delhi,Starts immediately,6 Months, 10000-15000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-delhi-at-taylor-francis-india1635835862
204,Student Mentoring,Teach For India,Work From Home,Starts immediately,3 Months,Unpaid,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/student-mentoring-work-from-home-job-internship-at-teach-for-india1635829296
205,Teaching,Pratham Education Foundation,Work From Home,Starts immediately,3 Months,Unpaid,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/teaching-work-from-home-job-internship-at-pratham-education-foundation1635774923
206,Business Development (Sales),Viacom India LLP,Delhi,Starts immediately,6 Months, 5000 /month +  Incentives,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-gurgaon-at-viacom-india-llp1635750353
207,Content Writing,Pocket FM,Work From Home,Starts immediately,6 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-pocket-fm1635745899
208,Database Building/Management,Economic Times Edge,Work From Home,Starts immediately,5 Months, 5000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/database-building-management-work-from-home-job-internship-at-economic-times-edge1635768804
209,Business Development (Sales),Urban Company,Mumbai,Starts immediately,2 Months, 8000-10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-mumbai-at-urban-company1635689914
210,Sales Operations,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/sales-operations-internship-in-bangalore-at-urban-company1635662005
211,Data Analytics,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/data-analytics-internship-in-bangalore-at-urban-company1635661229
212,Business Development (Sales),Decathlon Sports India,Gurgaon,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-gurgaon-in-decathlon-sports-india1635765230
213,Creative Writing,Pocket FM,Work From Home,Starts immediately,3 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/creative-writing-work-from-home-job-internship-at-pocket-fm1635757669
214,Marketing,BYJU'S The Learning App,Sonepat,Starts immediately,3 Months, 15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-sonepat-at-byjus-the-learning-app1635619361
215,Digital Marketing,MobiKwik,Work From Home,Starts immediately,3 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/digital-marketing-work-from-home-job-internship-at-mobikwik1635750344
216,Content Writing,Viacom India LLP,Gurgaon,Starts immediately,6 Months, 2000-2500 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-internship-in-gurgaon-at-viacom-india-llp1635746750
217,Marketing,Think & Learn Private Limited (BYJU'S),Mysuru,Starts immediately,3 Months, 18000 /month,1 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-think-learn-private-limited-byjus1635745046
218,Business Development (Sales),Urban Company,Work From Home,Starts immediately,3 Months, 9000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-work-from-home-job-internship-at-urban-company1635339872
219,Marketing,BYJU'S The Learning App,Belagavi,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-belagavi-at-byjus-the-learning-app1635508408
220,Marketing,BYJU'S The Learning App,Bellary,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508663
221,Marketing,BYJU'S The Learning App,Bagalkot,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508433
222,Marketing,Decathlon Sport India Private Limited,Chennai,Starts immediately,3 Months, 10000 /month,13 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/marketing-part-time-job-internship-at-chennai-in-decathlon-sport-india-private-limited1635594645
223,Marketing,BYJU'S The Learning App,Dehradun,Starts immediately,2 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-dehradun-haldwani-at-byjus-the-learning-app1635571438
224,Marketing,BYJU'S The Learning App,Bangalore,Starts immediately,1 Month, 18000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635576229
225,Business Development (Sales),Decathlon Sport India Private Limited,Mumbai,Starts immediately,3 Months, 12000-15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-mumbai-in-decathlon-sport-india-private-limited1635520609
226,Social Media Marketing,Archies Lifestyle,Delhi,Starts immediately,6 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-marketing-internship-in-delhi-at-archies-lifestyle1635574060
227,Microbiologist (Research) Trainee,Colgate Palmolive (India) Limited,Mumbai,Starts immediately,6 Months, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/microbiologist-research-trainee-internship-in-mumbai-at-colgate-palmolive-india-limited1635570740
228,Event Management,Times Internet Limited,Noida,Starts immediately,6 Months, 7000 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/event-management-internship-in-noida-at-times-internet-limited1635498042
229,Graphic Design,Fashion TV,Mumbai,Starts immediately,3 Months, 2500 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/graphic-design-internship-in-mumbai-at-fashion-tv1635489270
230,Social Media Research,Aam Aadmi Party,Delhi,Starts immediately,3 Months,Unpaid,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-research-internship-in-multiple-locations-at-aam-aadmi-party1635429074
231,Business Development (Sales),Legal Salaah,Delhi,Starts immediately,3 Months, 5000 /month +  Incentives,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-at-legal-salaah1635404322
232,Campus Ambassador,E-cell IIT-Hyderabad,Work From Home,Starts immediately,2 Months,Performance Based,10 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/campus-ambassador-programme-at-e-cell-iit-hyderabad1635258030
233,Fundraising,Tare Zameen Foundation,Work From Home,Starts immediately,1 Month, 1000 /month +  Incentives,3 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/fundraising-work-from-home-job-internship-at-tare-zameen-foundation1635339179
234,Event Management,Breakout,Indore,Starts immediately,6 Months, 10000-14000 /month,23 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/event-management-internship-in-indore-at-breakout1634108925
235,Content Writing,Fashion TV India,Work From Home,Starts immediately,3 Months, 1000-2000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-fashion-tv-india1635838429
236,Marketing,Taylor & Francis India,Delhi,Starts immediately,6 Months, 10000-15000 /month,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-delhi-at-taylor-francis-india1635835862
237,Student Mentoring,Teach For India,Work From Home,Starts immediately,3 Months,Unpaid,16 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/student-mentoring-work-from-home-job-internship-at-teach-for-india1635829296
238,Teaching,Pratham Education Foundation,Work From Home,Starts immediately,3 Months,Unpaid,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/teaching-work-from-home-job-internship-at-pratham-education-foundation1635774923
239,Business Development (Sales),Viacom India LLP,Delhi,Starts immediately,6 Months, 5000 /month +  Incentives,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-delhi-gurgaon-at-viacom-india-llp1635750353
240,Content Writing,Pocket FM,Work From Home,Starts immediately,6 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-pocket-fm1635745899
241,Database Building/Management,Economic Times Edge,Work From Home,Starts immediately,5 Months, 5000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/database-building-management-work-from-home-job-internship-at-economic-times-edge1635768804
242,Business Development (Sales),Urban Company,Mumbai,Starts immediately,2 Months, 8000-10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-mumbai-at-urban-company1635689914
243,Sales Operations,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/sales-operations-internship-in-bangalore-at-urban-company1635662005
244,Data Analytics,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/data-analytics-internship-in-bangalore-at-urban-company1635661229
245,Business Development (Sales),Decathlon Sports India,Gurgaon,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-gurgaon-in-decathlon-sports-india1635765230
246,Creative Writing,Pocket FM,Work From Home,Starts immediately,3 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/creative-writing-work-from-home-job-internship-at-pocket-fm1635757669
247,Marketing,BYJU'S The Learning App,Sonepat,Starts immediately,3 Months, 15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-sonepat-at-byjus-the-learning-app1635619361
248,Digital Marketing,MobiKwik,Work From Home,Starts immediately,3 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/digital-marketing-work-from-home-job-internship-at-mobikwik1635750344
249,Content Writing,Viacom India LLP,Gurgaon,Starts immediately,6 Months, 2000-2500 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-internship-in-gurgaon-at-viacom-india-llp1635746750
